"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","35","r",NA,"","",26,"m"
"","3.45759817802051","196.840336134454","286.840336134454","106.840336134454","practice","target","198.206264982067","human-made","0","",0,0,NA,"practice_map.png","","","objects/2/2_52.jpg","None","None","None","None","truck_1.png",NA,"","35","r",NA,"","",26,"m"
"","3.36056016491186","196.840336134454","286.840336134454","106.840336134454","practice","target","192.643576332527","human-made","1","",0,0,NA,"practice_map.png","","","objects/1/1_39.jpg","None","None","None","None","truck_1.png",NA,"","35","r",NA,"","",26,"m"
"","3.63343172581109","196.840336134454","286.840336134454","106.840336134454","practice","target","208.28589511019","human-made","1","",0,0,NA,"practice_map.png","","","objects/2/2_78.jpg","None","None","None","None","truck_1.png",NA,"","35","r",NA,"","",26,"m"
"","3.08249417471629","196.840336134454","286.840336134454","106.840336134454","practice","truck_det","176.70348772259","natural","0","",0,1,NA,"practice_map.png","","","objects/1/1_99.jpg","None","None","None","None","truck_6.png",NA,"","35","r",NA,"","",26,"m"
"","3.62477046264513","196.840336134454","286.840336134454","106.840336134454","practice","target","207.789389578383","natural","1","",0,0,NA,"practice_map.png","","","objects/1/1_45.jpg","None","None","None","None","truck_1.png",NA,"","35","r",NA,"","",26,"m"
"","3.67039141260562","196.840336134454","286.840336134454","106.840336134454","practice","truck_det","210.404603270386","human-made","0","",0,1,NA,"practice_map.png","","","objects/1/1_121.jpg","None","None","None","None","truck_2.png",NA,"","35","r",NA,"","",26,"m"
