"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","25","r",NA,"","",21,"f"
"","3.35704288949432","190.806722689076","280.806722689076","100.806722689076","practice","target","192.441949079292","natural","1","",0,0,NA,"practice_map.png","","","objects/1/1_86.jpg","None","None","None","None","truck_1.png",NA,"","25","r",NA,"","",21,"f"
"","3.03588082895502","190.806722689076","280.806722689076","100.806722689076","practice","target","174.031385099332","natural","0","",1,0,NA,"practice_map.png","","","objects/1/1_124.jpg","None","None","None","None","truck_1.png",NA,"","25","r",NA,"","",21,"f"
"","3.67202648146512","190.806722689076","280.806722689076","100.806722689076","practice","target","210.498333332396","natural","0","",0,0,NA,"practice_map.png","","","objects/2/2_28.jpg","None","None","None","None","truck_1.png",NA,"","25","r",NA,"","",21,"f"
"","2.86733542003829","190.806722689076","280.806722689076","100.806722689076","practice","truck_det","164.369546371622","human-made","0","",0,1,NA,"practice_map.png","","","objects/2/2_103.jpg","None","None","None","None","truck_4.png",NA,"","25","r",NA,"","",21,"f"
"","3.29160140230288","190.806722689076","280.806722689076","100.806722689076","practice","target","188.690526246662","natural","1","",0,0,NA,"practice_map.png","","","objects/2/2_99.jpg","None","None","None","None","truck_1.png",NA,"","25","r",NA,"","",21,"f"
"","3.12605932536897","190.806722689076","280.806722689076","100.806722689076","practice","truck_det","179.200853046629","human-made","0","",0,1,NA,"practice_map.png","","","objects/2/2_15.jpg","None","None","None","None","truck_5.png",NA,"","25","r",NA,"","",21,"f"
