"age","handedness","gender","list","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","ind_out_resp.keys","ind_out_resp.rt","participant"
21,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,140
21,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,140
21,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,140
21,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.05278335390654,323.798319327731,53.7983193277311,233.798319327731,"low",289.650001179356,"maps/google_map_1.png","34.1483181483754","objects/1/1_89.jpg",0,"outdoors","Hubcap.jpg","a",4.01616449997528,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.74389870299233,323.798319327731,53.7983193277311,233.798319327731,"low",329.268078515484,"maps/google_map_1.png","5.46975918775293","objects/2/2_36.jpg",1,"outdoors","Window.jpg","a",4.63421580003342,140
21,"r","m","lists/140/stimuli_position_map_1.csv",6.20527729466285,323.798319327731,53.7983193277311,233.798319327731,"low",355.716532815068,"maps/google_map_1.png","31.9182134873366","objects/1/1_10.jpg",0,"outdoors","Fish_Rockbass.jpg","a",1.38665880000917,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.14638072169691,323.798319327731,53.7983193277311,233.798319327731,"low",295.015455383899,"maps/google_map_1.png","28.7828639438319","objects/1/1_33.jpg",0,"indoors","Mop.jpg","l",0.542280299996492,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.57551693707348,323.798319327731,53.7983193277311,233.798319327731,"low",319.615620596569,"maps/google_map_1.png","4.18269873116232","objects/2/2_36.jpg",1,"outdoors","Window.jpg","a",1.93155739997746,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.77215720402918,323.798319327731,53.7983193277311,233.798319327731,"low",330.88799258766,"maps/google_map_1.png","7.08967325992879","objects/2/2_108.jpg",1,"indoors","Tube_Paint.jpg","l",0.296841699979268,140
21,"r","m","lists/140/stimuli_position_map_1.csv",4.43807189542484,323.798319327731,143.798319327731,97.5378151260504,"singletons",254.411764705882,"maps/google_map_1.png","None","objects/1/1_11.jpg",0,"indoors","Licorice.jpg","l",1.59222220000811,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.11546072477285,323.798319327731,53.7983193277311,233.798319327731,"low",293.242971483794,"maps/google_map_1.png","30.5553478439372","objects/1/1_118.jpg",0,"outdoors","DogHouse.jpg","a",0.547759200038854,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.88926699689038,323.798319327731,53.7983193277311,233.798319327731,"low",337.601292815372,"maps/google_map_1.png","13.8029734876409","objects/1/1_135.jpg",1,"outdoors","Sphinx.jpg","a",0.239715599978808,140
21,"r","m","lists/140/stimuli_position_map_1.csv",5.8335561044701,323.798319327731,53.7983193277311,233.798319327731,"low",334.407674778541,"maps/google_map_1.png","10.6093554508099","objects/2/2_108.jpg",1,"indoors","Tube_Paint.jpg","l",0.32976689998759,140
