"radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","conf_resp.keys","conf_resp.rt","response","key_resp_2.keys","participant"
"","","","","","","","","","","","","",NA,NA,NA,"",119
"","","","","","","","","","","","","",NA,NA,NA,"",119
"","","","","","","","","","","","","",NA,NA,NA,"",119
"","","","","","","","","","","","","",NA,NA,NA,"",119
"3.59604761904762","136.756302521008","46.7563025210084","28.1512605042017","singletons","206.142857142857","maps/google_map_1.png","None","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",6,3.32161389570683,226,"['return']",119
"3.59604761904762","136.756302521008","46.7563025210084","28.1512605042017","singletons","206.142857142857","maps/google_map_1.png","None","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_82.jpg","None","outdoors","Phone_Public.jpg","new",1,3.43556399410591,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_21.jpg","None","outdoors","Dog_SaintBernard.jpg","new",1,2.05902407271788,NA,"",119
"4.52611743597855","136.756302521008","226.756302521008","46.7563025210084","medium","259.458961298134","maps/google_map_1.png","122.702658777125","objects/1/1_72.jpg","0.0","outdoors","Sheep.jpg","old",6,0.933102910406888,349,"['return']",119
"4.52611743597855","136.756302521008","226.756302521008","46.7563025210084","medium","259.458961298134","maps/google_map_1.png","122.702658777125","objects/1/1_72.jpg","0.0","outdoors","Sheep.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_142.jpg","None","indoors","Slippers.jpg","new",1,1.52024921076372,NA,"",119
"3.35296593620169","226.756302521008","316.756302521008","136.756302521008","low","192.208238380989","maps/google_map_1.png","34.5480641400195","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",6,2.91278818296269,359,"['return']",119
"3.35296593620169","226.756302521008","316.756302521008","136.756302521008","low","192.208238380989","maps/google_map_1.png","34.5480641400195","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",NA,NA,NA,"",119
"5.06959010270775","136.756302521008","46.7563025210084","353.966386554622","singletons","290.613445378151","maps/google_map_1.png","None","objects/1/1_64.jpg","0.0","indoors","Calculator.jpg","old",6,3.96742241969332,304,"['return']",119
"5.06959010270775","136.756302521008","46.7563025210084","353.966386554622","singletons","290.613445378151","maps/google_map_1.png","None","objects/1/1_64.jpg","0.0","indoors","Calculator.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_81.jpg","None","indoors","ComputerKey_Escape.jpg","new",2,4.22130712214857,NA,"",119
"5.82144329873688","226.756302521008","316.756302521008","136.756302521008","medium","333.713310118675","maps/google_map_1.png","106.957007597666","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",6,1.34903685376048,264,"['return']",119
"5.82144329873688","226.756302521008","316.756302521008","136.756302521008","medium","333.713310118675","maps/google_map_1.png","106.957007597666","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",NA,NA,NA,"",119
"2.94411496165682","136.756302521008","226.756302521008","46.7563025210084","low","168.770921368862","maps/google_map_1.png","32.014618847854","objects/1/1_46.jpg","0.0","outdoors","Hat_Cowboy.jpg","old",5,5.49101832555607,180,"['return']",119
"2.94411496165682","136.756302521008","226.756302521008","46.7563025210084","low","168.770921368862","maps/google_map_1.png","32.014618847854","objects/1/1_46.jpg","0.0","outdoors","Hat_Cowboy.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_102.jpg","None","outdoors","Ship_Cruise.jpg","new",2,3.33751191804186,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_71.jpg","None","outdoors","PumiceStone.jpg","new",1,1.49421274708584,NA,"",119
"2.47523503495654","136.756302521008","226.756302521008","46.7563025210084","low","141.892454233178","maps/google_map_1.png","5.13615171216928","objects/1/1_12.jpg","0.0","indoors","PhoneCase.jpg","old",6,1.96691022161394,181,"['return']",119
"2.47523503495654","136.756302521008","226.756302521008","46.7563025210084","low","141.892454233178","maps/google_map_1.png","5.13615171216928","objects/1/1_12.jpg","0.0","indoors","PhoneCase.jpg","old",NA,NA,NA,"",119
"4.67869997518679","136.756302521008","226.756302521008","46.7563025210084","medium","268.205731061663","maps/google_map_1.png","131.449428540654","objects/1/1_2.jpg","0.0","indoors","Teabag.jpg","old",5,2.80440170271322,258,"['return']",119
"4.67869997518679","136.756302521008","226.756302521008","46.7563025210084","medium","268.205731061663","maps/google_map_1.png","131.449428540654","objects/1/1_2.jpg","0.0","indoors","Teabag.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_86.jpg","None","outdoors","Cart_Wooden.jpg","new",2,1.8047785544768,NA,"",119
"4.8778057483405","226.756302521008","316.756302521008","136.756302521008","medium","279.619437802959","maps/google_map_1.png","52.8631352819502","objects/1/1_16.jpg","0.0","indoors","Qtip_Single.jpg","old",6,1.59327735286206,239,"['return']",119
"4.8778057483405","226.756302521008","316.756302521008","136.756302521008","medium","279.619437802959","maps/google_map_1.png","52.8631352819502","objects/1/1_16.jpg","0.0","indoors","Qtip_Single.jpg","old",NA,NA,NA,"",119
"6.24276778023999","226.756302521008","316.756302521008","136.756302521008","medium","357.865668930955","maps/google_map_1.png","131.109366409946","objects/1/1_30.jpg","0.0","outdoors","Dolphine.jpg","old",6,1.64023920428008,11,"['return']",119
"6.24276778023999","226.756302521008","316.756302521008","136.756302521008","medium","357.865668930955","maps/google_map_1.png","131.109366409946","objects/1/1_30.jpg","0.0","outdoors","Dolphine.jpg","old",NA,NA,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_20.jpg","None","outdoors","Squid_Pink.jpg","new",2,4.30945969745517,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_111.jpg","None","indoors","Can_Olives.jpg","new",2,1.45705674495548,NA,"",119
"None","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_1.jpg","None","indoors","Cast.jpg","new",4,4.61139671690762,NA,"",119
"5.96820673137979","226.756302521008","316.756302521008","136.756302521008","medium","342.126500524956","maps/google_map_1.png","115.370198003948","objects/1/1_134.jpg","0.0","indoors","Pretzel_Sticks.jpg","old",6,1.79535565152764,264,"['return']",119
