block,trial_n,x,y
1,1,NaN,NaN
1,2,987.099975585938,190.5
1,3,NaN,NaN
1,4,734.700012207031,284.399993896484
1,5,896.200012207031,182.300003051758
1,6,780.200012207031,231.399993896484
1,7,912.599975585938,223
1,8,NaN,NaN
1,9,856.700012207031,242.399993896484
1,10,1026.80004882812,195.199996948242
1,11,790,223
1,12,1047.09997558594,208.199996948242
1,13,854.700012207031,231.800003051758
1,14,889.299987792969,202.600006103516
1,15,863.200012207031,229.600006103516
1,16,1035.90002441406,224.399993896484
1,17,767.200012207031,228.5
1,18,NaN,NaN
1,19,833.099975585938,195.300003051758
1,20,NaN,NaN
1,21,730.200012207031,260
1,22,862.5,244.800003051758
1,23,810.900024414062,202.699996948242
1,24,814.900024414062,202.100006103516
1,25,577.5,476.200012207031
1,26,783.900024414062,841.400024414062
1,27,NaN,NaN
1,28,NaN,NaN
1,29,626,755.5
1,30,583.700012207031,546.400024414062
1,31,NaN,NaN
1,32,895.5,189.600006103516
1,33,796.599975585938,198.600006103516
1,34,728.599975585938,236.5
1,35,1087.09997558594,236.899993896484
1,36,1255,646.799987792969
1,37,NaN,NaN
1,38,1013.70001220703,860.400024414062
1,39,657.400024414062,717
1,40,NaN,NaN
1,41,NaN,NaN
1,42,NaN,NaN
1,43,1053.40002441406,247.300003051758
1,44,722.799987792969,830.400024414062
1,45,1011.29998779297,866.099975585938
1,46,806.5,197
1,47,854.400024414062,203.800003051758
1,48,NaN,NaN
1,49,1162.30004882812,793.5
1,50,1279.19995117188,480.399993896484
1,51,660.799987792969,301.600006103516
1,52,1042.59997558594,218.399993896484
1,53,697.299987792969,262.799987792969
1,54,1058.69995117188,219
1,55,1073.69995117188,897.299987792969
1,56,976.5,174.300003051758
1,57,NaN,NaN
1,58,788.200012207031,224.100006103516
1,59,1113.40002441406,267.600006103516
1,60,902.400024414062,867.599975585938
1,61,805.900024414062,208.699996948242
1,62,NaN,NaN
1,63,1178,804.700012207031
1,64,607.700012207031,665.599975585938
1,65,NaN,NaN
1,66,577.599975585938,522.299987792969
1,67,576,580.200012207031
1,68,682.299987792969,272.399993896484
1,69,NaN,NaN
1,70,798.200012207031,861.400024414062
1,71,NaN,NaN
1,72,911.5,862.400024414062
1,73,NaN,NaN
1,74,695,730.5
1,75,NaN,NaN
1,76,555.900024414062,620.700012207031
1,77,852.599975585938,204
1,78,958,165.800003051758
1,79,704,824.099975585938
1,80,1276,616.200012207031
1,81,942.400024414062,217.800003051758
1,82,634.5,377
1,83,822.400024414062,222.399993896484
1,84,824,188.199996948242
1,85,NaN,NaN
1,86,NaN,NaN
1,87,853.099975585938,179.399993896484
1,88,995.5,874.700012207031
1,89,934,175.800003051758
1,90,832,205
1,91,NaN,NaN
1,92,860.299987792969,835.900024414062
1,93,864.799987792969,852.599975585938
1,94,832.200012207031,200.199996948242
1,95,849.400024414062,185.199996948242
1,96,961.200012207031,194.600006103516
1,97,830.099975585938,206.5
1,98,NaN,NaN
1,99,968.900024414062,858.5
1,100,774.299987792969,835.700012207031
2,101,NaN,NaN
2,102,NaN,NaN
2,103,NaN,NaN
2,104,986,213
2,105,622.299987792969,692.299987792969
2,106,NaN,NaN
2,107,632.200012207031,593.099975585938
2,108,745.599975585938,825.700012207031
2,109,632.5,695.900024414062
2,110,707.599975585938,701.700012207031
2,111,625.200012207031,485.700012207031
2,112,613.5,557
2,113,651,661.900024414062
2,114,1170.90002441406,312.700012207031
2,115,615.799987792969,495.100006103516
2,116,NaN,NaN
2,117,NaN,NaN
2,118,621.900024414062,568.400024414062
2,119,NaN,NaN
2,120,618,603.599975585938
2,121,617.5,518.799987792969
2,122,NaN,NaN
2,123,666.400024414062,695.099975585938
2,124,652.5,725
2,125,NaN,NaN
2,126,NaN,NaN
2,127,885,246.899993896484
2,128,1178.80004882812,798.599975585938
2,129,626.599975585938,646.900024414062
2,130,826.5,807.5
2,131,749.200012207031,360.299987792969
2,132,769.400024414062,847.5
2,133,640,712.099975585938
2,134,635.099975585938,710.5
2,135,1127.69995117188,907
2,136,640,680
2,137,660.200012207031,709.299987792969
2,138,718.400024414062,771.200012207031
2,139,739.5,753.099975585938
2,140,1232,730.5
2,141,667.400024414062,581.700012207031
2,142,NaN,NaN
2,143,629.700012207031,552
2,144,1146,287.100006103516
2,145,NaN,NaN
2,146,1266.19995117188,590
2,147,635.200012207031,645.099975585938
2,148,1209,319.600006103516
2,149,NaN,NaN
