"age","handedness","gender","list","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","ind_out_resp.keys","ind_out_resp.rt","participant"
20,"l","f","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,103
20,"l","f","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,103
20,"l","f","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,103
20,"l","f","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.80037672603253,218.210084033613,308.210084033613,128.210084033613,"low",217.855990664285,"maps/google_map_1.png","0.354093369328228","objects/1/1_13.jpg",0,"outdoors","Bird_Duck.jpg","a",3.61240710574202,103
20,"l","f","lists/103/stimuli_position_map_1.csv",4.05444417322576,218.210084033613,308.210084033613,128.210084033613,"low",232.420366618037,"maps/google_map_1.png","14.210282584424","objects/1/1_75.jpg",1,"outdoors","Horseshoe.jpg","a",0.453348028822802,103
20,"l","f","lists/103/stimuli_position_map_1.csv",4.36058515354249,218.210084033613,308.210084033613,128.210084033613,"low",249.96984956613,"maps/google_map_1.png","31.7597655325166","objects/1/1_75.jpg",1,"outdoors","Horseshoe.jpg","a",0.610005502356216,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.53974548938496,218.210084033613,308.210084033613,128.210084033613,"low",202.915346525252,"maps/google_map_1.png","15.2947375083612","objects/1/1_55.jpg",0,"outdoors","Chipmunk.jpg","a",0.767794500628952,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.30630691997909,218.210084033613,308.210084033613,128.210084033613,"low",189.533517705807,"maps/google_map_1.png","28.676566327806","objects/1/1_75.jpg",1,"outdoors","Horseshoe.jpg","a",0.416346402431373,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.77288133992006,218.210084033613,308.210084033613,128.210084033613,"low",216.279822033634,"maps/google_map_1.png","1.93026199997919","objects/1/1_48.jpg",0,"indoors","Corkscrew.jpg","l",0.623056523269042,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.911752081703,218.210084033613,308.210084033613,128.210084033613,"low",224.240565193166,"maps/google_map_1.png","6.03048115955225","objects/1/1_18.jpg",0,"indoors","ChessPiece_Knight.jpg","l",0.348895921837538,103
20,"l","f","lists/103/stimuli_position_map_1.csv",4.04761045357559,218.210084033613,308.210084033613,128.210084033613,"low",232.028624727263,"maps/google_map_1.png","13.8185406936495","objects/1/1_2.jpg",0,"indoors","Teabag.jpg","l",0.694970560783986,103
20,"l","f","lists/103/stimuli_position_map_1.csv",4.14576752002882,218.210084033613,308.210084033613,128.210084033613,"low",237.655462931588,"maps/google_map_1.png","19.4453788979748","objects/1/1_29.jpg",0,"indoors","DogTreat.jpg","l",0.561961567902472,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.4209478592373,218.210084033613,308.210084033613,128.210084033613,"low",196.105291293858,"maps/google_map_1.png","22.1047927397557","objects/1/1_26.jpg",0,"indoors","Razor.jpg","l",0.738107693672646,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.90945898814185,218.210084033613,308.210084033613,128.210084033613,"low",224.109113969915,"maps/google_map_1.png","5.89902993630135","objects/1/1_123.jpg",0,"indoors","Chair_Rocking.jpg","l",0.523329044983257,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.69075468579473,218.210084033613,308.210084033613,128.210084033613,"low",211.571924663392,"maps/google_map_1.png","6.63815937022134","objects/1/1_36.jpg",0,"outdoors","Flower_Daisy.jpg","a",0.525416015239898,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.44021813826882,218.210084033613,308.210084033613,128.210084033613,"low",197.209956970824,"maps/google_map_1.png","21.0001270627892","objects/1/1_130.jpg",1,"indoors","ToothBrush.jpg","l",0.487884868634865,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.87923549597947,218.210084033613,308.210084033613,128.210084033613,"low",222.376557094364,"maps/google_map_1.png","4.16647306075088","objects/1/1_139.jpg",0,"outdoors","Boot_Rain.jpg","l",0.635131572140381,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.85537914709736,218.210084033613,308.210084033613,128.210084033613,"low",221.008995693479,"maps/google_map_1.png","2.79891165986571","objects/1/1_121.jpg",0,"indoors","Toast.jpg","l",1.280693657347,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.16487289833647,218.210084033613,308.210084033613,128.210084033613,"low",181.425834936485,"maps/google_map_1.png","36.7842490971281","objects/1/1_5.jpg",0,"indoors","CoffeeBeans.jpg","l",0.443824362824671,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.87822475143456,218.210084033613,308.210084033613,128.210084033613,"low",222.318616324274,"maps/google_map_1.png","4.10853229066051","objects/1/1_134.jpg",0,"indoors","Pretzel_Sticks.jpg","l",0.602780807181261,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.69184288537346,218.210084033613,308.210084033613,128.210084033613,"low",211.634305530963,"maps/google_map_1.png","6.57577850265058","objects/1/1_65.jpg",1,"indoors","Mattress.jpg","l",0.391928497760091,103
20,"l","f","lists/103/stimuli_position_map_1.csv",3.77636273495746,218.210084033613,308.210084033613,128.210084033613,"low",216.479392449791,"maps/google_map_1.png","1.73069158382272","objects/1/1_136.jpg",0,"outdoors","Bus_School.jpg","a",0.454293852555566,103
20,"l","f","lists/103/stimuli_position_map_1.csv",2.84779418236295,218.210084033613,308.210084033613,128.210084033613,"low",163.249348033545,"maps/google_map_1.png","54.9607360000686","objects/1/1_65.jpg",1,"indoors","Mattress.jpg","l",1.09992457332555,103
20,"l","f","lists/103/stimuli_position_map_1.csv",2.06987861811391,218.210084033613,218.210084033613,278.546218487395,"singletons",118.655462184874,"maps/google_map_1.png","None","objects/1/1_49.jpg",0,"outdoors","Bird_Hen.jpg","a",0.461921701498795,103
20,"l","f","lists/103/stimuli_position_map_1.csv",5.03986074931169,218.210084033613,308.210084033613,128.210084033613,"medium",288.909214928695,"maps/google_map_1.png","70.6991308950819","objects/1/1_109.jpg",0,"outdoors","Camel_Dromedary.jpg","a",0.499153609911446,103
20,"l","f","lists/103/stimuli_position_map_1.csv",4.14747741880094,218.210084033613,308.210084033613,128.210084033613,"low",237.753482606423,"maps/google_map_1.png","19.5433985728096","objects/2/2_24.jpg",1,"outdoors","Rake_Long.jpg","a",0.669474692840595,103
20,"l","f","lists/103/stimuli_position_map_1.csv",6.22737348272642,218.210084033613,128.210084033613,166.924369747899,"singletons",356.983193277311,"maps/google_map_1.png","None","objects/1/1_130.jpg",1,"indoors","ToothBrush.jpg","l",0.46625632623909,103
20,"l","f","lists/103/stimuli_position_map_1.csv",0.170305211645957,218.210084033613,308.210084033613,128.210084033613,"high",9.76271913894021,"maps/google_map_1.png","151.552635105327","objects/1/1_40.jpg",0,"outdoors","LicensePlate.jpg","a",0.518668882432394,103
