"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","42","r",NA,"","",25,"m"
"","2.45716706848652","155.613445378151","245.613445378151","65.6134453781513","practice","target","140.856710932348","human-made","1","",0,0,NA,"practice_map.png","","","objects/2/2_56.jpg","None","None","None","None","truck_1.png",NA,"","42","r",NA,"","",25,"m"
"","2.81389664027583","155.613445378151","245.613445378151","65.6134453781513","practice","target","161.306176831099","natural","0","",1,0,NA,"practice_map.png","","","objects/1/1_74.jpg","None","None","None","None","truck_1.png",NA,"","42","r",NA,"","",25,"m"
"","2.70017084782052","155.613445378151","245.613445378151","65.6134453781513","practice","target","154.7868638878","human-made","1","",0,0,NA,"practice_map.png","","","objects/2/2_59.jpg","None","None","None","None","truck_1.png",NA,"","42","r",NA,"","",25,"m"
"","2.93327795456796","155.613445378151","245.613445378151","65.6134453781513","practice","truck_det","168.149691663132","human-made","0","",0,0,NA,"practice_map.png","","","objects/2/2_11.jpg","None","None","space","None","truck_3.png",NA,"","42","r",NA,"","",25,"m"
"","3.05697814120242","155.613445378151","245.613445378151","65.6134453781513","practice","target","175.24078516447","natural","1","",0,0,NA,"practice_map.png","","","objects/2/2_79.jpg","None","None","None","None","truck_1.png",NA,"","42","r",NA,"","",25,"m"
"","2.81379458761714","155.613445378151","245.613445378151","65.6134453781513","practice","truck_det","161.30032667869","human-made","0","",0,1,NA,"practice_map.png","","","objects/1/1_13.jpg","None","None","None","None","truck_3.png",NA,"","42","r",NA,"","",25,"m"
