radians,pos_1,pos_2,type,degrees,map_file,PE,object,isFiller,outdoors_response,stimulus,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,location_loop.thisRepN,location_loop.thisTrialN,location_loop.thisN,location_loop.thisIndex,instructions_text.started,key_resp.started,key_resp.keys,key_resp.rt,Instructions_2_text.started,instr_2_resp.started,instr_2_resp.keys,instr_2_resp.rt,Instructions_3_text.started,Instr_3_resp.started,Instr_3_resp.keys,Instr_3_resp.rt,Instr_4_text.started,Instr_4_resp.started,Instr_4_resp.keys,Instr_4_resp.rt,text_4.started,image_feedb.started,recog_resp.started,recog_prompt.started,recog_option_left.started,recog_option_right.started,recog_resp.keys,recog_resp.rt,image_feedb_2.started,conf_resp.started,conf_prompt.started,conf_1.started,conf_2.started,conf_3.started,conf_4.started,conf_5.started,conf_6.started,conf_resp.keys,conf_resp.rt,text_4.stopped,image_2.started,predict_prompt.started,line.started,response,key_resp_2.keys,key_resp_2.rt,instructions_text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,14.224657416998525,14.224657416998525,space,6.22362483300094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
,,,,,,,,,,,,,,,,,,,,,,,,20.527532166997844,20.527532166997844,space,7.887391417003528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.434583499998553,28.434583499998553,space,21.566648165993684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.017402083998604,50.017402083998604,space,27.800021041002765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_96.jpg,None,outdoors,Sphinx.jpg,new,0,0,0,0,,,,,,,,,,,,,,,,,,,,,91.1522154589984,78.132993584004,78.132993584004,78.132993584004,78.132993584004,78.132993584004,right,1.411038207996171,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,79.86055066699919,1,11.274797748999845,91.40221858400037,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
4.70120448179272,238.319327731092,230.27731092437,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_71.jpg,0.0,outdoors,TotemPole.jpg,old,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,97.88553037500242,91.6518818340046,91.6518818340046,91.6518818340046,91.6518818340046,91.6518818340046,left,3.51075299999502,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,95.45198066699959,6,2.410029165999731,98.37830362500245,98.37830362500245,98.37830362500245,98.37830362500245,222.5,['return'],[9.178794998995727],,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
4.70120448179272,238.319327731092,230.27731092437,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_71.jpg,0.0,outdoors,TotemPole.jpg,old,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_81.jpg,None,outdoors,ChariotGold.jpg,new,0,2,2,2,,,,,,,,,,,,,,,,,,,,,111.55153433400119,107.82059054200363,107.82059054200363,107.82059054200363,107.82059054200363,107.82059054200363,right,2.169530290993862,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,110.28415674999997,1,1.244867333000002,111.80201037500228,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_107.jpg,None,indoors,Plunger.jpg,new,0,3,3,3,,,,,,,,,,,,,,,,,,,,,126.68592358400201,112.05184858400025,112.05184858400025,112.05184858400025,112.05184858400025,112.05184858400025,left,5.508520582996425,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,117.85002179200092,4,8.808270292000088,126.93602162499883,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
2.08531791257233,148.319327731092,328.319327731092,medium,119.540517281217,maps/google_map_1.png,61.2211895501241,objects/1/1_110.jpg,0.0,outdoors,Boot_Rain.jpg,old,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,130.93583675000264,127.1850094170004,127.1850094170004,127.1850094170004,127.1850094170004,127.1850094170004,left,1.0641929170014919,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,128.53464333400188,6,2.3826245419986662,131.40781016700203,131.40781016700203,131.40781016700203,131.40781016700203,134.5,['return'],[4.630769291004981],,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
2.08531791257233,148.319327731092,328.319327731092,medium,119.540517281217,maps/google_map_1.png,61.2211895501241,objects/1/1_110.jpg,0.0,outdoors,Boot_Rain.jpg,old,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
1.0368956364235502,148.319327731092,328.319327731092,low,59.43987724721,maps/google_map_1.png,1.12054951611758,objects/1/1_6.jpg,0.0,indoors,Syrup_Maple.jpg,old,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,141.9856996669987,136.30389500000456,136.30389500000456,136.30389500000456,136.30389500000456,136.30389500000456,left,2.0217362489929656,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,138.62074900000152,6,3.3477323329934734,142.44833837499755,142.44833837499755,142.44833837499755,142.44833837499755,30.5,['return'],[5.357031998995808],,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
1.0368956364235502,148.319327731092,328.319327731092,low,59.43987724721,maps/google_map_1.png,1.12054951611758,objects/1/1_6.jpg,0.0,indoors,Syrup_Maple.jpg,old,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,2022-11-28_09h40.15.205,recognition,2022.2.4,59.90002697498228,
