radians,pos_1,pos_2,type,degrees,map_file,PE,object,isFiller,outdoors_response,stimulus,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,location_loop.thisRepN,location_loop.thisTrialN,location_loop.thisN,location_loop.thisIndex,instructions_text.started,key_resp.started,key_resp.keys,key_resp.rt,Instructions_2_text.started,instr_2_resp.started,instr_2_resp.keys,instr_2_resp.rt,Instructions_3_text.started,Instr_3_resp.started,Instr_3_resp.keys,Instr_3_resp.rt,Instr_4_text.started,Instr_4_resp.started,Instr_4_resp.keys,Instr_4_resp.rt,text_4.started,image_feedb.started,recog_resp.started,recog_prompt.started,recog_option_left.started,recog_option_right.started,recog_resp.keys,recog_resp.rt,image_feedb_2.started,conf_resp.started,conf_prompt.started,conf_1.started,conf_2.started,conf_3.started,conf_4.started,conf_5.started,conf_6.started,conf_resp.keys,conf_resp.rt,text_4.stopped,image_2.started,predict_prompt.started,line.started,response,key_resp_2.keys,key_resp_2.rt,instructions_text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,10.116133375000004,10.116133375000004,space,39.63164070799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
,,,,,,,,,,,,,,,,,,,,,,,,49.814747958,49.814747958,space,11.252610333999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.099920957999984,61.099920957999984,space,13.017774999999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.14952104199995,74.14952104199995,space,33.00111974999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_96.jpg,None,outdoors,Sphinx.jpg,new,0,0,0,0,,,,,,,,,,,,,,,,,,,,,116.80010774999994,107.4882235,107.4882235,107.4882235,107.4882235,107.4882235,right,3.264808291999998,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,111.08864391700001,4,5.687054083000021,117.05037408299995,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
4.70120448179272,238.319327731092,230.27731092437,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_71.jpg,0.0,outdoors,TotemPole.jpg,old,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,124.88394337499994,117.30094350000002,117.30094350000002,117.30094350000002,117.30094350000002,117.30094350000002,right,3.0924134589999994,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,120.68655845799992,6,4.176423875000069,125.40267216699999,125.40267216699999,125.40267216699999,125.40267216699999,64.0,['return'],[15.448213333999888],,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
4.70120448179272,238.319327731092,230.27731092437,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_71.jpg,0.0,outdoors,TotemPole.jpg,old,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_81.jpg,None,outdoors,ChariotGold.jpg,new,0,2,2,2,,,,,,,,,,,,,,,,,,,,,148.900836625,141.101291167,141.101291167,141.101291167,141.101291167,141.101291167,left,2.9668440829999554,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,144.37063783299993,2,4.501195333000055,149.15079320799998,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_107.jpg,None,indoors,Plunger.jpg,new,0,3,3,3,,,,,,,,,,,,,,,,,,,,,152.550928333,149.40071649999993,149.40071649999993,149.40071649999993,149.40071649999993,149.40071649999993,left,1.9240039579999575,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,151.61972508299993,2,0.906768833000001,152.801239958,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
2.08531791257233,148.319327731092,328.319327731092,medium,119.540517281217,maps/google_map_1.png,61.2211895501241,objects/1/1_110.jpg,0.0,outdoors,Boot_Rain.jpg,old,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,156.33447429199998,153.05211541699998,153.05211541699998,153.05211541699998,153.05211541699998,153.05211541699998,right,1.1139964170000667,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,154.45425899999998,5,1.8604786669999385,156.82154112499995,156.82154112499995,156.82154112499995,156.82154112499995,92.0,['return'],[2.0691808330000185],,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
2.08531791257233,148.319327731092,328.319327731092,medium,119.540517281217,maps/google_map_1.png,61.2211895501241,objects/1/1_110.jpg,0.0,outdoors,Boot_Rain.jpg,old,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
1.0368956364235502,148.319327731092,328.319327731092,low,59.43987724721,maps/google_map_1.png,1.12054951611758,objects/1/1_6.jpg,0.0,indoors,Syrup_Maple.jpg,old,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,163.451489208,159.15173812499995,159.15173812499995,159.15173812499995,159.15173812499995,159.15173812499995,right,2.3445787499999824,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,161.78777441699992,6,1.6412829999999303,163.93385491699996,163.93385491699996,163.93385491699996,163.93385491699996,60.5,['return'],[3.9565914579999344],,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
1.0368956364235502,148.319327731092,328.319327731092,low,59.43987724721,maps/google_map_1.png,1.12054951611758,objects/1/1_6.jpg,0.0,indoors,Syrup_Maple.jpg,old,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
6.22893896519562,71.8991596638655,251.89915966386602,low,357.072934310577,maps/google_map_1.png,15.173774646711099,objects/1/1_67.jpg,0.0,indoors,Stamp.jpg,old,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,173.901436375,168.15276279199998,168.15276279199998,168.15276279199998,168.15276279199998,168.15276279199998,right,3.501503458000002,171.954395792,171.954395792,171.954395792,171.954395792,171.954395792,171.954395792,171.954395792,171.954395792,171.954395792,4,1.923937209000087,174.37871099999995,174.37871099999995,174.37871099999995,174.37871099999995,90.5,['return'],[3.3004833329999883],,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
6.22893896519562,71.8991596638655,251.89915966386602,low,357.072934310577,maps/google_map_1.png,15.173774646711099,objects/1/1_67.jpg,0.0,indoors,Stamp.jpg,old,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_112.jpg,None,indoors,HairClipper.jpg,new,0,7,7,7,,,,,,,,,,,,,,,,,,,,,181.06802433300004,177.952394917,177.952394917,177.952394917,177.952394917,177.952394917,left,1.515857500999914,179.770980667,179.770980667,179.770980667,179.770980667,179.770980667,179.770980667,179.770980667,179.770980667,179.770980667,2,1.2679977500000632,181.318954458,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_119.jpg,None,outdoors,Statue_Jesus.jpg,new,0,8,8,8,,,,,,,,,,,,,,,,,,,,,184.7182150829999,181.56903604199988,181.56903604199988,181.56903604199988,181.56903604199988,181.56903604199988,left,1.868304041999977,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,183.73821979199988,2,0.9564892510001073,184.96831858299993,,,,,,,,,,,991,2022-11-25_14h45.18.478,test3,2022.2.4,59.70967650599897,
