"age","handedness","gender","list","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","ind_out_resp.keys","ind_out_resp.rt","participant"
23,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,132
23,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,132
23,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,132
23,"r","m","",NA,NA,NA,NA,"",NA,"","","",NA,"","","",NA,132
23,"r","m","lists/132/stimuli_position_map_1.csv",4.56422057147819,290.613445378151,20.6134453781513,200.613445378151,"low",261.643217473272,"maps/google_map_1.png","28.9702279048792","objects/1/1_9.jpg",1,"indoors","Perfume.jpg","l",16.6669325999974,132
23,"r","m","lists/132/stimuli_position_map_1.csv",4.45726492163774,290.613445378151,20.6134453781513,200.613445378151,"low",255.512001877322,"maps/google_map_1.png","35.1014435008289","objects/1/1_9.jpg",1,"indoors","Perfume.jpg","l",0.0829509999894071,132
23,"r","m","lists/132/stimuli_position_map_1.csv",5.2136791647366,290.613445378151,20.6134453781513,200.613445378151,"low",298.873327914837,"maps/google_map_1.png","8.25988253668572","objects/1/1_33.jpg",0,"indoors","Mop.jpg","a",4.15408760000719,132
23,"r","m","lists/132/stimuli_position_map_1.csv",5.00967929058066,290.613445378151,20.6134453781513,200.613445378151,"low",287.179067612904,"maps/google_map_1.png","3.43437776524733","objects/1/1_22.jpg",1,"indoors","Vase_Decorative.jpg","l",0.415617699996801,132
23,"r","m","lists/132/stimuli_position_map_1.csv",4.89141489229022,290.613445378151,20.6134453781513,200.613445378151,"low",280.399579812815,"maps/google_map_1.png","10.2138655653362","objects/2/2_76.jpg",0,"indoors","Dart.jpg","l",0.113370699982625,132
23,"r","m","lists/132/stimuli_position_map_1.csv",4.62598419991938,290.613445378151,20.6134453781513,200.613445378151,"low",265.18380763869,"maps/google_map_1.png","25.4296377394609","objects/1/1_24.jpg",1,"outdoors","Igloo.jpg","a",1.11092430001008,132
