radians,center,pos_1,pos_2,type,degrees,map_file,PE,object,isFiller,outdoors_response,stimulus,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,location_loop.thisRepN,location_loop.thisTrialN,location_loop.thisN,location_loop.thisIndex,instructions_text.started,key_resp.started,key_resp.keys,key_resp.rt,conf_resp_2.started,conf_prompt_2.started,conf.started,conf_7.started,conf_8.started,conf_9.started,conf_10.started,conf_11.started,conf_resp_2.keys,conf_resp_2.rt,Instr_4_text.started,Instr_4_resp.started,Instr_4_resp.keys,Instr_4_resp.rt,final_instr_resp.started,instruction_final_text.started,final_instr_resp.keys,final_instr_resp.rt,text_4.started,image_feedb_2.started,conf_resp.started,conf_prompt.started,conf_1.started,conf_2.started,conf_3.started,conf_4.started,conf_5.started,conf_6.started,conf_resp.keys,conf_resp.rt,text_4.stopped,image_2.started,predict_prompt.started,line.started,response,key_resp_2.keys,key_resp_2.rt,instructions_text_2.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,participant,date,expName,psychopyVersion,frameRate,
1.26658914834245,106.588235294118,196.588235294118,16.5882352941177,low,72.607021242561,maps/google_map_1.png,33.9812140515567,objects/1/1_51.jpg,0.0,indoors,DusterFeather.jpg,old,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
4.70120448179272,106.588235294118,106.588235294118,43.2352941176471,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_123.jpg,0.0,indoors,Chair_Rocking.jpg,old,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,105.84634859999642,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,103.98970619999454,6,1.8439278000078048,106.19608539999899,106.19608539999899,106.19608539999899,106.19608539999899,158.5,['return'],[1.0647058000031393],,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
4.70120448179272,106.588235294118,106.588235294118,43.2352941176471,singletons,269.495798319328,maps/google_map_1.png,None,objects/1/1_123.jpg,0.0,indoors,Chair_Rocking.jpg,old,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
None,None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_104.jpg,None,indoors,Man.jpg,new,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,109.08828199999698,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,107.5394801999937,1,1.5400783000004594,109.33002679999481,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
None,None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_81.jpg,None,indoors,ComputerKey_Escape.jpg,new,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,110.10495019999507,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,109.58722259999922,1,0.5081305999992765,110.34650159999728,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
None,None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_103.jpg,None,indoors,PaperStack.jpg,new,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,111.19669489999796,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,110.60774239999591,1,0.5729924999977811,111.43832619999739,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
None,None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_22.jpg,None,indoors,Triangle.jpg,new,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,112.24647059999552,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,111.6965510999944,1,0.5359868000086863,112.5014033999978,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
3.10944216015178,196.588235294118,286.588235294118,106.588235294118,low,178.248276696599,maps/google_map_1.png,18.339958597519,objects/1/1_13.jpg,0.0,outdoors,Bird_Duck.jpg,old,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,114.0214882999935,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,112.76418149999517,5,1.242504400004691,114.37509639999917,114.37509639999917,114.37509639999917,114.37509639999917,57.0,['return'],[0.7809794999993755],,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
3.10944216015178,196.588235294118,286.588235294118,106.588235294118,low,178.248276696599,maps/google_map_1.png,18.339958597519,objects/1/1_13.jpg,0.0,outdoors,Bird_Duck.jpg,old,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
None,None,None,None,None,None,maps/google_map_1.png,None,objects/2/2_93.jpg,None,outdoors,Mixer_Cement.jpg,new,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,116.78826869999466,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,115.42807139999786,1,1.3445827000032295,117.0300633999941,,,,,,,,,,,194,2022-12-23_11h05.26.540,PEmem_Phase-02_retrieval,2022.2.4,None,
