"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","26","r",NA,"","",24,"f"
"","2.291830866555","131.478991596639","221.478991596639","41.4789915966387","practice","target","131.378839484045","human-made","1","",0,0,NA,"practice_map.png","","","objects/1/1_65.jpg","None","None","None","None","truck_1.png",NA,"","26","r",NA,"","",24,"f"
"","1.72566274292614","131.478991596639","221.478991596639","41.4789915966387","practice","target","98.92334195118","natural","0","",0,0,NA,"practice_map.png","","","objects/1/1_70.jpg","None","None","None","None","truck_1.png",NA,"","26","r",NA,"","",24,"f"
