"","radians","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","location_loop.thisRepN","location_loop.thisTrialN","location_loop.thisN","location_loop.thisIndex","instructions_text.started","key_resp.started","key_resp.keys","key_resp.rt","Instructions_2_text.started","instr_2_resp.started","instr_2_resp.keys","instr_2_resp.rt","Instructions_3_text.started","Instr_3_resp.started","Instr_3_resp.keys","Instr_3_resp.rt","Instr_4_text.started","Instr_4_resp.started","Instr_4_resp.keys","Instr_4_resp.rt","text_4.started","image_feedb.started","recog_resp.started","recog_prompt.started","recog_option_left.started","recog_option_right.started","recog_resp.keys","recog_resp.rt","image_feedb_2.started","conf_resp.started","conf_prompt.started","conf_1.started","conf_2.started","conf_3.started","conf_4.started","conf_5.started","conf_6.started","conf_resp.keys","conf_resp.rt","text_4.stopped","image_2.started","predict_prompt.started","line.started","response","key_resp_2.keys","key_resp_2.rt","instructions_text_2.started","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","participant","date","expName","psychopyVersion","frameRate","X","recog_acc"
"20","5.5995671402764","71.8991596638655","251.89915966386602","low","320.994294665526","maps/google_map_1.png","20.9048649983393","objects/1/1_96.jpg","0.0","outdoors","Backpack_Travel.jpg","old",0,10,10,10,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,186.953376541998,181.954611084002,181.954611084002,181.954611084002,181.954611084002,181.954611084002,"left",3.42986970800121,185.670384584002,185.670384584002,185.670384584002,185.670384584002,185.670384584002,185.670384584002,185.670384584002,185.670384584002,185.670384584002,6,1.25073337500362,187.418365834004,187.418365834004,187.418365834004,187.418365834004,235,"['return']","[3.46517304200097]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"22","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_50.jpg","None","indoors","DVDPlayer.jpg","new",0,11,11,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,200.603731584,191.154244334,191.154244334,191.154244334,191.154244334,191.154244334,"right",4.69694158300263,196.137009334001,196.137009334001,196.137009334001,196.137009334001,196.137009334001,196.137009334001,196.137009334001,196.137009334001,196.137009334001,2,4.44824245799828,200.853379459004,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"23","3.07446109398633","71.8991596638655","251.89915966386602","high","176.24299264889802","maps/google_map_1.png","165.656167014968","objects/1/1_130.jpg","0.0","indoors","PillBottle_Spilled.jpg","old",0,12,12,12,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,204.835829750002,201.102790917001,201.102790917001,201.102790917001,201.102790917001,201.102790917001,"left",1.77633987499576,203.167729917004,203.167729917004,203.167729917004,203.167729917004,203.167729917004,203.167729917004,203.167729917004,203.167729917004,203.167729917004,6,1.64730329099984,205.300585917001,205.300585917001,205.300585917001,205.300585917001,223,"['return']","[5.592964207993646]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"25","1.2201187464001002","148.319327731092","328.319327731092","low","69.9431128509614","maps/google_map_1.png","11.623785119869002","objects/1/1_101.jpg","0.0","indoors","Chicken_FriedWing.jpg","old",0,13,13,13,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,214.837106625004,211.155105459002,211.155105459002,211.155105459002,211.155105459002,211.155105459002,"left",1.5729534159982,213.021728792002,213.021728792002,213.021728792002,213.021728792002,213.021728792002,213.021728792002,213.021728792002,213.021728792002,213.021728792002,6,1.7898979169986,215.300664709001,215.300664709001,215.300664709001,215.300664709001,31.5,"['return']","[3.905752915998164]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"27","5.7887617121071395","71.8991596638655","251.89915966386602","low","331.839843369199","maps/google_map_1.png","10.0593162946665","objects/1/1_76.jpg","0.0","indoors","CoffeePot.jpg","old",0,14,14,14,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,223.086704334004,219.471373667002,219.471373667002,219.471373667002,219.471373667002,219.471373667002,"left",1.46463033300097,221.237237834001,221.237237834001,221.237237834001,221.237237834001,221.237237834001,221.237237834001,221.237237834001,221.237237834001,221.237237834001,6,1.83159691600304,223.551161042,223.551161042,223.551161042,223.551161042,31.5,"['return']","[3.6451559999986785]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"29","5.17959802888803","71.8991596638655","251.89915966386602","low","296.91963222925","maps/google_map_1.png","44.9795274346153","objects/1/1_69.jpg","0.0","indoors","Protractor.jpg","old",0,15,15,15,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,232.236820083999,227.471001999998,227.471001999998,227.471001999998,227.471001999998,227.471001999998,"left",3.23380516699399,231.003703916998,231.003703916998,231.003703916998,231.003703916998,231.003703916998,231.003703916998,231.003703916998,231.003703916998,231.003703916998,6,1.20918650000385,232.700324999998,232.700324999998,232.700324999998,232.700324999998,327.5,"['return']","[3.2675295829976676]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"31","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_99.jpg","None","indoors","WaterCooler.jpg","new",0,16,16,16,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,240.204207834002,236.254795917004,236.254795917004,236.254795917004,236.254795917004,236.254795917004,"right",2.28775174999464,238.838067042001,238.838067042001,238.838067042001,238.838067042001,238.838067042001,238.838067042001,238.838067042001,238.838067042001,238.838067042001,1,1.34139983299247,238.838067042001,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"32","5.41352391396646","71.8991596638655","251.89915966386602","low","310.329396342027","maps/google_map_1.png","31.5697633218389","objects/1/1_129.jpg","0.0","indoors","Shoes_DutchClogs.jpg","old",0,17,17,17,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,244.887780625002,240.72043175,240.72043175,240.72043175,240.72043175,240.72043175,"left",2.05591291699966,243.071489000002,243.071489000002,243.071489000002,243.071489000002,243.071489000002,243.071489000002,243.071489000002,243.071489000002,243.071489000002,6,1.78883429099369,243.071489000002,245.354944792001,245.354944792001,245.354944792001,65.5,"['return']","[4.344340208001086]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"34","4.2919573003708305","148.319327731092","328.319327731092","high","246.03576881106702","maps/google_map_1.png","172.28355892002602","objects/1/1_64.jpg","0.0","indoors","Socks_Baby.jpg","old",0,18,18,18,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,255.369803875001,249.972575792002,249.972575792002,249.972575792002,249.972575792002,249.972575792002,"left",1.4992685410034,251.770512249997,251.770512249997,251.770512249997,251.770512249997,251.770512249997,251.770512249997,251.770512249997,251.770512249997,251.770512249997,6,3.58233820800524,255.833393917004,255.833393917004,255.833393917004,255.833393917004,44.5,"['return']","[5.873475958003837]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"36","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_42.jpg","None","outdoors","DivingBoard.jpg","new",0,19,19,19,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,281.421504459002,261.971795999998,261.971795999998,261.971795999998,261.971795999998,261.971795999998,"right",2.14356520799629,264.404189500005,264.404189500005,264.404189500005,264.404189500005,264.404189500005,264.404189500005,264.404189500005,264.404189500005,264.404189500005,1,16.9989340419997,281.671555667002,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"37","2.53825212234297","71.8991596638655","251.89915966386602","high","145.50489873303698","maps/google_map_1.png","163.60573906917102","objects/1/1_4.jpg","0.0","outdoors","Jet.jpg","old",0,20,20,20,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,285.454634041998,281.920754541999,281.920754541999,281.920754541999,281.920754541999,281.920754541999,"left",1.80001879099291,284.003983834002,284.003983834002,284.003983834002,284.003983834002,284.003983834002,284.003983834002,284.003983834002,284.003983834002,284.003983834002,6,1.43340850000095,285.917209459003,285.917209459003,285.917209459003,285.917209459003,224,"['return']","[1.9667582500042045]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"39","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_48.jpg","None","outdoors","Archery_ArrowsBows.jpg","new",0,21,21,21,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,298.887737834004,288.155621209,288.155621209,288.155621209,288.155621209,288.155621209,"right",5.52150249999977,293.970697500001,293.970697500001,293.970697500001,293.970697500001,293.970697500001,293.970697500001,293.970697500001,293.970697500001,293.970697500001,1,4.89865079199808,299.138295750003,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"40","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_115.jpg","None","indoors","Maraca.jpg","new",0,22,22,22,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,304.638566875001,299.387686583999,299.387686583999,299.387686583999,299.387686583999,299.387686583999,"right",4.46151412399922,304.154354209,304.154354209,304.154354209,304.154354209,304.154354209,304.154354209,304.154354209,304.154354209,304.154354209,1,0.465851790999295,304.888761417002,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"41","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_39.jpg","None","indoors","Blackboard.jpg","new",0,23,23,23,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,309.088348083998,305.138006292,305.138006292,305.138006292,305.138006292,305.138006292,"right",2.6927111240002,308.121474125001,308.121474125001,308.121474125001,308.121474125001,308.121474125001,308.121474125001,308.121474125001,308.121474125001,308.121474125001,1,0.940280165996228,309.337417250004,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"42","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_108.jpg","None","outdoors","BasketballHoop.jpg","new",0,24,24,24,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,311.521419709003,309.588096459003,309.588096459003,309.588096459003,309.588096459003,309.588096459003,"right",1.1155477489956,310.985806417004,310.985806417004,310.985806417004,310.985806417004,310.985806417004,310.985806417004,310.985806417004,310.985806417004,310.985806417004,1,0.505405667005107,311.77076575,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"43","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_93.jpg","None","indoors","Garbage_Can.jpg","new",0,25,25,25,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,315.554757334001,312.021287459,312.021287459,312.021287459,312.021287459,312.021287459,"right",2.55621166600031,314.869538416999,314.869538416999,314.869538416999,314.869538416999,314.869538416999,314.869538416999,314.869538416999,314.869538416999,314.869538416999,1,0.667115665994061,315.805227709003,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"44","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_121.jpg","None","indoors","Toy_ElephantPlastic.jpg","new",0,26,26,26,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,318.005221584004,316.054723709,316.054723709,316.054723709,316.054723709,316.054723709,"right",0.982176374003757,317.321061916999,317.321061916999,317.321061916999,317.321061916999,317.321061916999,317.321061916999,317.321061916999,317.321061916999,317.321061916999,1,0.665813541992975,318.254683125,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"45","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_75.jpg","None","indoors","Cabinet_Display.jpg","new",0,27,27,27,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,320.4718565,318.506151792004,318.506151792004,318.506151792004,318.506151792004,318.506151792004,"right",1.21382629100117,320.004495834,320.004495834,320.004495834,320.004495834,320.004495834,320.004495834,320.004495834,320.004495834,320.004495834,1,0.43833941599587,320.721906874998,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"46","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_83.jpg","None","indoors","Almond.jpg","new",0,28,28,28,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,322.521830709004,320.972294833999,320.972294833999,320.972294833999,320.972294833999,320.972294833999,"right",0.814480416003789,322.071774584001,322.071774584001,322.071774584001,322.071774584001,322.071774584001,322.071774584001,322.071774584001,322.071774584001,322.071774584001,1,0.425634874001844,322.771792959,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"47","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_111.jpg","None","outdoors","Sign_NoParking.jpg","new",0,29,29,29,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,324.888348125001,323.021822250004,323.021822250004,323.021822250004,323.021822250004,323.021822250004,"right",0.783528583000589,324.087978959004,324.087978959004,324.087978959004,324.087978959004,324.087978959004,324.087978959004,324.087978959004,324.087978959004,324.087978959004,1,0.769876332997228,325.13865175,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"48","3.1750354808590098","238.319327731092","70.3865546218487","singletons","182.008403361345","maps/google_map_1.png","None","objects/1/1_134.jpg","0.0","outdoors","TowerEiffel.jpg","old",0,30,30,30,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,328.522220749997,325.387991167001,325.387991167001,325.387991167001,325.387991167001,325.387991167001,"left",1.18400204199861,326.854408542,326.854408542,326.854408542,326.854408542,326.854408542,326.854408542,326.854408542,326.854408542,326.854408542,6,1.64918312500231,328.987596375002,328.987596375002,328.987596375002,328.987596375002,220,"['return']","[2.152354333004041]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"50","2.2555394032633997","71.8991596638655","251.89915966386602","high","129.298437129749","maps/google_map_1.png","147.399277465884","objects/1/1_93.jpg","0.0","outdoors","Bird_Toucan.jpg","old",0,31,31,31,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,335.404892792001,331.406989374998,331.406989374998,331.406989374998,331.406989374998,331.406989374998,"left",2.02957616599451,333.720731499998,333.720731499998,333.720731499998,333.720731499998,333.720731499998,333.720731499998,333.720731499998,333.720731499998,333.720731499998,6,1.66763016599725,335.872414750003,335.872414750003,335.872414750003,335.872414750003,141,"['return']","[4.455111249997572]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"52","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_10.jpg","None","outdoors","TrapAnimal.jpg","new",0,32,32,32,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,346.072816542001,340.588316041998,340.588316041998,340.588316041998,340.588316041998,340.588316041998,"right",1.87771212399821,342.770620333999,342.770620333999,342.770620333999,342.770620333999,342.770620333999,342.770620333999,342.770620333999,342.770620333999,342.770620333999,1,3.27345645799505,346.321840167002,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"53","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_135.jpg","None","outdoors","Toy_Slide.jpg","new",0,33,33,33,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,349.438210667002,346.571694334001,346.571694334001,346.571694334001,346.571694334001,346.571694334001,"right",1.65566808299627,348.522403499999,348.522403499999,348.522403499999,348.522403499999,348.522403499999,348.522403499999,348.522403499999,348.522403499999,348.522403499999,1,0.891527249994397,349.689046917003,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
"54","1.1046566948971699","148.319327731092","328.319327731092","low","63.3242691342329","maps/google_map_1.png","5.0049414031405","objects/1/1_54.jpg","0.0","outdoors","LeafBlower.jpg","old",0,34,34,34,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,359.189338791999,349.937902875005,349.937902875005,349.937902875005,349.937902875005,349.937902875005,"left",6.33380620799289,356.552487792003,356.552487792003,356.552487792003,356.552487792003,356.552487792003,356.552487792003,356.552487792003,356.552487792003,356.552487792003,5,2.61331079099909,356.552487792003,359.654627791999,359.654627791999,359.654627791999,199.5,"['return']","[4.645491542003583]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"56","5.80886038773308","71.8991596638655","251.89915966386602","low","332.99199674903","maps/google_map_1.png","8.907162914835391","objects/1/1_29.jpg","0.0","outdoors","WateringCan_Antique.jpg","old",0,35,35,35,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,370.006014042003,364.574031167002,364.574031167002,364.574031167002,364.574031167002,364.574031167002,"left",2.31947899999795,367.191123000004,367.191123000004,367.191123000004,367.191123000004,367.191123000004,367.191123000004,367.191123000004,367.191123000004,367.191123000004,6,2.79233416599163,370.477924625004,370.477924625004,370.477924625004,370.477924625004,137.5,"['return']","[7.951252416001807]",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,1
"58","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_23.jpg","None","indoors","KitchenCloth.jpg","new",0,36,36,36,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,382.172910458998,378.689258709004,378.689258709004,378.689258709004,378.689258709004,378.689258709004,"right",2.04819737399521,381.022883625003,381.022883625003,381.022883625003,381.022883625003,381.022883625003,381.022883625003,381.022883625003,381.022883625003,381.022883625003,1,1.13278179099871,382.423026042001,NA,NA,NA,NA,"","",NA,NA,"",NA,992,"2022-11-28_09h40.15.205","recognition","2022.2.4",59.9000269749823,NA,0
