block,trial_n,x,y
1,1,808.299987792969,836.700012207031
1,2,971.200012207031,718.799987792969
1,3,1026.69995117188,547.5
1,4,1080.80004882812,592.200012207031
1,5,NaN,NaN
1,6,1183.40002441406,658.099975585938
1,7,1198.5,598.799987792969
1,8,850.700012207031,808.700012207031
1,9,1143.90002441406,614.099975585938
1,10,1129.80004882812,556.599975585938
1,11,1150.40002441406,477.899993896484
1,12,1210.19995117188,503.100006103516
1,13,NaN,NaN
1,14,841.099975585938,802.5
1,15,845.099975585938,836.400024414062
1,16,912.299987792969,804.599975585938
1,17,1216.5,550.5
1,18,1177.09997558594,539
1,19,1117.30004882812,750
1,20,1118.30004882812,489.100006103516
1,21,1142.40002441406,512
1,22,1211.69995117188,529.799987792969
1,23,1163.5,504.5
1,24,1183.30004882812,457
1,25,1174.90002441406,471.299987792969
1,26,1186.40002441406,447.299987792969
1,27,655.299987792969,477.5
1,28,859.799987792969,860.700012207031
1,29,847.299987792969,878.799987792969
1,30,851.599975585938,853
1,31,NaN,NaN
1,32,883.400024414062,837.299987792969
1,33,1135,480.700012207031
1,34,874.599975585938,828.900024414062
1,35,856.900024414062,840.599975585938
1,36,750.299987792969,792.799987792969
1,37,841.5,814.900024414062
1,38,840.900024414062,886.5
1,39,844.299987792969,880
1,40,1112.40002441406,484.700012207031
1,41,1038.40002441406,267.299987792969
1,42,1290.90002441406,608.200012207031
1,43,863,839.700012207031
1,44,824.799987792969,815.700012207031
1,45,855.599975585938,794.900024414062
1,46,838.299987792969,865.099975585938
1,47,844.799987792969,868.200012207031
1,48,645.299987792969,517.200012207031
1,49,890,803.599975585938
1,50,1037,418.399993896484
1,51,720.599975585938,514.400024414062
1,52,824.799987792969,832
1,53,1231.40002441406,729.900024414062
1,54,805.400024414062,821.599975585938
1,55,932.700012207031,401.399993896484
1,56,856.200012207031,818.799987792969
1,57,1020,472.799987792969
1,58,751.400024414062,359.5
1,59,858.700012207031,821.700012207031
1,60,842.099975585938,791.900024414062
1,61,1254.69995117188,673.599975585938
1,62,847.599975585938,843.5
1,63,839.599975585938,809.900024414062
1,64,831.799987792969,778.099975585938
1,65,838.700012207031,852.5
1,66,NaN,NaN
1,67,1138,784.200012207031
1,68,1023.20001220703,668.299987792969
1,69,829.900024414062,853.700012207031
1,70,874.299987792969,799.900024414062
1,71,877.599975585938,821.799987792969
1,72,830.400024414062,749.5
1,73,859.400024414062,820.200012207031
1,74,873.700012207031,819.299987792969
1,75,858.400024414062,843.099975585938
1,76,853.5,829.599975585938
1,77,927.700012207031,478.5
1,78,834.700012207031,839.5
1,79,1082.90002441406,502.700012207031
1,80,833.400024414062,790.099975585938
1,81,870.200012207031,443.799987792969
1,82,1095.19995117188,815.200012207031
1,83,873.200012207031,823.700012207031
1,84,710.299987792969,694.799987792969
1,85,NaN,NaN
1,86,843.799987792969,816.900024414062
1,87,840.400024414062,789.900024414062
1,88,853.099975585938,827.400024414062
1,89,850.799987792969,796.5
1,90,1136.59997558594,362.399993896484
1,91,927.099975585938,857.400024414062
1,92,865.599975585938,822
1,93,855.299987792969,862
1,94,817.900024414062,850.5
1,95,836.599975585938,846.5
1,96,853.099975585938,812.900024414062
1,97,843.299987792969,799.5
1,98,NaN,NaN
1,99,847.599975585938,831.099975585938
1,100,872.599975585938,772.200012207031
2,101,1219.30004882812,731.799987792969
2,102,776.900024414062,699.799987792969
2,103,1242.69995117188,698.5
2,104,1213.19995117188,713.200012207031
2,105,1217.30004882812,695.700012207031
2,106,NaN,NaN
2,107,NaN,NaN
2,108,NaN,NaN
2,109,1052.59997558594,583.799987792969
2,110,1216.59997558594,729.700012207031
2,111,1059.19995117188,227.199996948242
2,112,1256,715.900024414062
2,113,1251,704.299987792969
2,114,1242.30004882812,749.299987792969
2,115,987.299987792969,452.299987792969
2,116,1229.90002441406,726.200012207031
2,117,1220.59997558594,717.900024414062
2,118,1223.40002441406,694.700012207031
2,119,1233.80004882812,700.799987792969
2,120,1227.69995117188,723.200012207031
2,121,1089.09997558594,224
2,122,1225.59997558594,694.5
2,123,1071.09997558594,332.299987792969
2,124,NaN,NaN
2,125,NaN,NaN
2,126,NaN,NaN
2,127,NaN,NaN
2,128,1209.19995117188,688.900024414062
2,129,686.400024414062,738.400024414062
2,130,NaN,NaN
2,131,1215,733.799987792969
2,132,1159.80004882812,713.599975585938
2,133,1205.19995117188,695.400024414062
2,134,1240.30004882812,712.599975585938
2,135,1222,723.099975585938
2,136,1198.90002441406,740.900024414062
2,137,1213,737.299987792969
2,138,1236.19995117188,756.200012207031
2,139,1172.69995117188,398
2,140,1054.69995117188,244.100006103516
2,141,1227.90002441406,795.5
2,142,NaN,NaN
2,143,1188.80004882812,725.099975585938
2,144,1220.90002441406,722.599975585938
2,145,733.599975585938,377.100006103516
2,146,1020.90002441406,318.899993896484
2,147,704.900024414062,694.900024414062
2,148,759,762.400024414062
2,149,1213.40002441406,716.700012207031
2,150,1201.5,707
2,151,1216.69995117188,711.900024414062
2,152,1222.69995117188,690.099975585938
2,153,1228.30004882812,689
2,154,1241.5,709.700012207031
2,155,1241.5,661
2,156,1198,697.200012207031
2,157,953.099975585938,539.799987792969
2,158,1199.69995117188,722.5
2,159,1230.69995117188,668.099975585938
2,160,1217.5,687.700012207031
2,161,1218.09997558594,689.900024414062
2,162,NaN,NaN
2,163,1118.59997558594,520.700012207031
2,164,1205.80004882812,611.799987792969
2,165,979.400024414062,187.600006103516
2,166,1221.59997558594,647.599975585938
2,167,1258.19995117188,706.5
2,168,1165.59997558594,372.700012207031
2,169,1252.69995117188,712.5
2,170,1249.59997558594,445.700012207031
2,171,1164.80004882812,624.599975585938
2,172,1237.69995117188,687.5
2,173,1257.19995117188,687.200012207031
2,174,1237.19995117188,682.599975585938
2,175,1242.5,709.099975585938
2,176,1214.40002441406,661.299987792969
2,177,1244.09997558594,643.599975585938
2,178,1258.80004882812,713.5
2,179,1201.59997558594,652.599975585938
2,180,1191.69995117188,711
2,181,1218,688.099975585938
2,182,1235.30004882812,711.700012207031
2,183,1097.09997558594,395.100006103516
2,184,964.200012207031,542.599975585938
2,185,1213.09997558594,669.099975585938
2,186,1260,690.099975585938
2,187,1092.80004882812,487.200012207031
2,188,1214.40002441406,699.400024414062
2,189,1216.19995117188,472.399993896484
2,190,1221.59997558594,694.700012207031
2,191,650.5,506.100006103516
2,192,1229.40002441406,707.400024414062
2,193,1225.09997558594,721.5
2,194,1208.19995117188,721.700012207031
2,195,1240.90002441406,692.400024414062
2,196,1224.09997558594,689
2,197,1158.69995117188,596.900024414062
2,198,1218.69995117188,663.299987792969
2,199,1254.90002441406,517.099975585938
2,200,1226.40002441406,682.900024414062
