block,trial_n,x,y
1,1,1100.59997558594,510.399993896484
1,2,1236.80004882812,622.5
1,3,975,611.200012207031
1,4,1238,669
1,5,1189.30004882812,730.700012207031
1,6,1189.40002441406,758.299987792969
1,7,1249.80004882812,646.5
1,8,1112.80004882812,752.200012207031
1,9,1144.90002441406,719.299987792969
1,10,1218.5,510.200012207031
1,11,1254.30004882812,574.900024414062
1,12,1235.5,713.700012207031
1,13,1206.30004882812,402.899993896484
1,14,1234.19995117188,701.400024414062
1,15,1251.90002441406,702.900024414062
1,16,1195.19995117188,737.599975585938
1,17,1250.80004882812,668.099975585938
1,18,1225.90002441406,653.5
1,19,824.299987792969,852.900024414062
1,20,1231.40002441406,589.799987792969
1,21,1136.5,782.200012207031
1,22,1076.40002441406,250.100006103516
1,23,1228.30004882812,430.700012207031
1,24,1236.40002441406,421.899993896484
1,25,1106.69995117188,858.700012207031
1,26,1191,757.299987792969
1,27,903,858.200012207031
1,28,666.099975585938,672.299987792969
1,29,660.400024414062,471.799987792969
1,30,1269.90002441406,747.900024414062
1,31,1214.80004882812,704.900024414062
1,32,1185,343.899993896484
1,33,1217.19995117188,777
1,34,1032.09997558594,239.300003051758
1,35,1265.90002441406,619.700012207031
1,36,1019.09997558594,861.599975585938
1,37,648.299987792969,570.5
1,38,1304.69995117188,592.700012207031
1,39,1282,564.400024414062
1,40,1250,650.5
1,41,1120.19995117188,321.5
1,42,881.099975585938,251.5
1,43,693.5,556
1,44,672.700012207031,472.299987792969
1,45,1282.09997558594,667.599975585938
1,46,1243.69995117188,746.599975585938
1,47,1280.30004882812,516.5
1,48,662.299987792969,686.400024414062
1,49,1006.09997558594,223.399993896484
1,50,1254,436.200012207031
1,51,1005.90002441406,241.600006103516
1,52,1257.40002441406,686.900024414062
1,53,714.799987792969,673.900024414062
1,54,998.099975585938,250.899993896484
1,55,667.200012207031,702.400024414062
1,56,NaN,NaN
1,57,804.599975585938,348.799987792969
1,58,1255.40002441406,715.900024414062
1,59,1017,253.5
1,60,NaN,NaN
1,61,1088.40002441406,274.700012207031
1,62,1251.5,678.900024414062
1,63,777.299987792969,292
1,64,1251.90002441406,655.599975585938
1,65,1295.19995117188,604.599975585938
1,66,1256.90002441406,690.799987792969
1,67,691.299987792969,479.299987792969
1,68,1201,750.200012207031
1,69,1272,590.200012207031
1,70,1072.30004882812,252.5
1,71,661.200012207031,601.5
1,72,1241.40002441406,645.299987792969
1,73,1282.09997558594,549.599975585938
1,74,1202.30004882812,759.299987792969
1,75,798.599975585938,315.399993896484
1,76,950.700012207031,251.199996948242
1,77,1222.30004882812,694.299987792969
1,78,1198.90002441406,740.900024414062
1,79,871.900024414062,258.100006103516
1,80,814.099975585938,296.200012207031
1,81,1159,327.700012207031
1,82,809,853.700012207031
1,83,1241.80004882812,690
1,84,808.5,333.700012207031
1,85,1194.80004882812,433
1,86,859.700012207031,287.899993896484
1,87,1247.40002441406,419.899993896484
1,88,1232.59997558594,702.099975585938
1,89,675.299987792969,574.799987792969
1,90,1215.69995117188,410.399993896484
1,91,1209.5,369
1,92,805.200012207031,307.5
1,93,1251.09997558594,683.5
1,94,1290.5,618.400024414062
1,95,713.599975585938,395.299987792969
1,96,1248.59997558594,697.099975585938
1,97,1252.59997558594,686.5
1,98,NaN,NaN
1,99,1260.40002441406,429.700012207031
1,100,1193.69995117188,355.700012207031
2,101,1140.09997558594,309.100006103516
2,102,623.099975585938,634.099975585938
2,103,1151,337.299987792969
2,104,1120,310
2,105,960.099975585938,218.899993896484
2,106,NaN,NaN
2,107,NaN,NaN
2,108,NaN,NaN
2,109,NaN,NaN
2,110,905.799987792969,182.600006103516
2,111,618.599975585938,568.599975585938
2,112,1055.30004882812,243.600006103516
