block,trial_n,x,y
1,1,778.700012207031,746.700012207031
1,2,946.200012207031,670.599975585938
1,3,1006.5,519.599975585938
1,4,1069.5,564.5
1,5,NaN,NaN
1,6,1176,650.5
1,7,1178.59997558594,593.400024414062
1,8,860.400024414062,814.099975585938
1,9,1126.69995117188,604.200012207031
1,10,1117.30004882812,561
1,11,1142.40002441406,468.700012207031
1,12,1194.5,485.799987792969
1,13,NaN,NaN
1,14,838.400024414062,810.799987792969
1,15,835.5,827.900024414062
1,16,917.400024414062,803.599975585938
1,17,1192.19995117188,544.700012207031
1,18,1174.5,533.5
1,19,1106,742.799987792969
1,20,1101.5,481.899993896484
1,21,1129.90002441406,519.5
1,22,1196.90002441406,530
1,23,1144.69995117188,513.099975585938
1,24,1173.90002441406,460.299987792969
1,25,1164.19995117188,490.700012207031
1,26,1168.90002441406,449.700012207031
1,27,662.200012207031,475.899993896484
1,28,858.400024414062,851.099975585938
1,29,853.200012207031,875.5
1,30,858.200012207031,856.700012207031
1,31,NaN,NaN
1,32,875.299987792969,831.599975585938
1,33,1122.09997558594,486.700012207031
1,34,871.400024414062,832.200012207031
1,35,857.299987792969,846.5
1,36,752.5,793.5
1,37,855,812.5
1,38,851.400024414062,887.400024414062
1,39,851.900024414062,885.799987792969
1,40,1102.40002441406,497
1,41,1033.19995117188,281.5
1,42,1289.80004882812,599.400024414062
1,43,888.799987792969,824.900024414062
1,44,840.700012207031,839.900024414062
1,45,849.400024414062,808.599975585938
1,46,834.900024414062,889.299987792969
1,47,873.599975585938,859.200012207031
1,48,642.599975585938,536.099975585938
1,49,892.299987792969,816.400024414062
1,50,1031.80004882812,419.700012207031
1,51,713.099975585938,528.299987792969
1,52,845.599975585938,826.200012207031
1,53,1237.09997558594,729.900024414062
1,54,825.400024414062,848.200012207031
1,55,917.900024414062,381.5
1,56,854.599975585938,827.200012207031
1,57,1007.40002441406,484.399993896484
1,58,758.900024414062,368.600006103516
1,59,858.200012207031,829.900024414062
1,60,844.5,792.5
1,61,1239.09997558594,686.5
1,62,843.200012207031,855.400024414062
1,63,850.799987792969,833.5
1,64,839.299987792969,800.099975585938
1,65,843.400024414062,871.5
1,66,NaN,NaN
1,67,1149,752.299987792969
1,68,1004.59997558594,657.400024414062
1,69,833.5,860.400024414062
1,70,873.599975585938,824.5
1,71,878,844.400024414062
1,72,835.700012207031,746.200012207031
1,73,854.599975585938,841.900024414062
1,74,879.299987792969,819.200012207031
1,75,862,837.099975585938
1,76,869.799987792969,837.400024414062
1,77,914.900024414062,477.399993896484
1,78,1114.19995117188,601.700012207031
1,79,1076.09997558594,521.799987792969
1,80,839.299987792969,803.5
1,81,870.700012207031,464.100006103516
1,82,1090.69995117188,823.200012207031
1,83,858.200012207031,855
1,84,700.599975585938,722.599975585938
1,85,NaN,NaN
1,86,854.900024414062,848
1,87,838.400024414062,799.799987792969
1,88,857.799987792969,845.599975585938
1,89,858.700012207031,810.700012207031
1,90,1128.30004882812,380.299987792969
1,91,937.099975585938,870.900024414062
1,92,880.299987792969,840.299987792969
1,93,879.099975585938,870.799987792969
1,94,836.099975585938,880.700012207031
1,95,848.400024414062,852.700012207031
1,96,857.700012207031,841
1,97,848.400024414062,807.799987792969
1,98,NaN,NaN
1,99,858.299987792969,850.599975585938
1,100,882.200012207031,805
2,101,1186.90002441406,681.200012207031
2,102,717.599975585938,677.299987792969
2,103,1202.5,694.5
2,104,1182.40002441406,698.599975585938
2,105,1182.19995117188,697.599975585938
2,106,NaN,NaN
2,107,NaN,NaN
2,108,NaN,NaN
2,109,935.900024414062,524.099975585938
2,110,1142.09997558594,690.200012207031
2,111,1014.79998779297,224
2,112,1224,714.700012207031
2,113,1219.5,716.299987792969
2,114,1222.40002441406,752.400024414062
2,115,960.099975585938,464.5
2,116,1214.30004882812,723.599975585938
2,117,1208,709.200012207031
2,118,1211.19995117188,707.099975585938
2,119,1214.19995117188,700.900024414062
2,120,1205.90002441406,715.799987792969
2,121,1055.19995117188,246.5
2,122,1208.90002441406,699.200012207031
2,123,1052.30004882812,326
2,124,NaN,NaN
2,125,NaN,NaN
2,126,NaN,NaN
2,127,NaN,NaN
2,128,1184.30004882812,683.200012207031
2,129,684.200012207031,760.099975585938
2,130,NaN,NaN
2,131,1201.59997558594,732.799987792969
2,132,1146,727.400024414062
2,133,1191,701.799987792969
2,134,1224.80004882812,724.900024414062
2,135,1219.59997558594,736.599975585938
2,136,1187,744.200012207031
2,137,1192.59997558594,746.5
2,138,1228.19995117188,763.099975585938
2,139,1157.19995117188,399.299987792969
2,140,1039.09997558594,251.699996948242
2,141,1239.69995117188,809
2,142,NaN,NaN
