"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","22","r",NA,"","",22,"f"
"","2.42235161012845","146.563025210084","236.563025210084","56.563025210084","practice","target","138.860920325835","human-made","0","",0,0,NA,"practice_map.png","","","objects/2/2_15.jpg","None","None","None","None","truck_1.png",NA,"","22","r",NA,"","",22,"f"
"","2.02664957331382","146.563025210084","236.563025210084","56.563025210084","practice","target","116.177364075315","natural","1","",1,0,NA,"practice_map.png","","","objects/2/2_32.jpg","None","None","None","None","truck_1.png",NA,"","22","r",NA,"","",22,"f"
"","2.56772006746192","146.563025210084","236.563025210084","56.563025210084","practice","target","147.194143994633","human-made","1","",0,0,NA,"practice_map.png","","","objects/2/2_14.jpg","None","None","None","None","truck_1.png",NA,"","22","r",NA,"","",22,"f"
"","2.53905447616114","146.563025210084","236.563025210084","56.563025210084","practice","truck_det","145.550893537899","natural","0","",0,0,NA,"practice_map.png","","","objects/2/2_66.jpg","None","None","space","None","truck_5.png",NA,"","22","r",NA,"","",22,"f"
