block,trial_n,x,y
1,1,1237.19995117188,398.5
1,2,1280,591.900024414062
1,3,1261.59997558594,575.099975585938
1,4,1269.09997558594,451
1,5,1250.90002441406,675
1,6,1274.69995117188,484.700012207031
1,7,1269,516.299987792969
1,8,1185.90002441406,523.599975585938
1,9,1275.59997558594,520
1,10,1280.19995117188,453.600006103516
1,11,1264.69995117188,421.899993896484
1,12,1193.59997558594,309.200012207031
1,13,1212.30004882812,737.5
1,14,1268.09997558594,514.5
1,15,1183,358.399993896484
1,16,1266.09997558594,536.700012207031
1,17,1079.5,224.699996948242
1,18,1293.19995117188,449.899993896484
1,19,1242.90002441406,430.299987792969
1,20,1185,317.799987792969
1,21,1193.59997558594,332.299987792969
1,22,1258.5,476
1,23,653.599975585938,557.599975585938
1,24,1268.90002441406,576.599975585938
1,25,636.700012207031,468.899993896484
1,26,650.200012207031,567.700012207031
1,27,663.799987792969,373.899993896484
1,28,769.400024414062,265.100006103516
1,29,1231.80004882812,343
1,30,797.599975585938,760
1,31,686.799987792969,256.899993896484
1,32,NaN,NaN
1,33,992.400024414062,228.899993896484
1,34,1220.69995117188,337.200012207031
1,35,NaN,NaN
1,36,1265.09997558594,484.700012207031
1,37,1227.80004882812,443
1,38,1278.90002441406,554.700012207031
1,39,630.299987792969,525.599975585938
1,40,867.400024414062,217
1,41,1228.5,427.200012207031
1,42,1090.09997558594,222.199996948242
1,43,1183.09997558594,296.799987792969
1,44,1241.30004882812,464.299987792969
1,45,1240.69995117188,326.5
1,46,599.700012207031,406.100006103516
1,47,1018.59997558594,196.899993896484
1,48,659.299987792969,612.099975585938
1,49,688.700012207031,320.299987792969
1,50,1265.5,603.299987792969
1,51,1145.5,793.5
1,52,1066,215.600006103516
1,53,1265.80004882812,499.299987792969
1,54,1252.40002441406,360.700012207031
1,55,1258.80004882812,446.799987792969
1,56,640.700012207031,493
1,57,1259.30004882812,580.599975585938
1,58,762.799987792969,342
1,59,1228.30004882812,394.700012207031
1,60,634.799987792969,644.599975585938
1,61,1272,383.899993896484
1,62,729.299987792969,737.400024414062
1,63,1182.80004882812,332.200012207031
1,64,677.5,383.299987792969
1,65,694.099975585938,777.599975585938
1,66,733.900024414062,693
1,67,706.400024414062,702.400024414062
1,68,871.700012207031,212.300003051758
1,69,1247.80004882812,407.899993896484
1,70,1150.19995117188,291.799987792969
1,71,818.099975585938,248.699996948242
1,72,633,490.200012207031
1,73,943.5,824.700012207031
1,74,1222.59997558594,316.200012207031
1,75,1247.80004882812,415
1,76,767,810.099975585938
1,77,1211.90002441406,402.600006103516
1,78,1249.40002441406,485.200012207031
1,79,1236.40002441406,485.299987792969
1,80,712.700012207031,311.799987792969
1,81,752.700012207031,294.100006103516
1,82,1195.19995117188,359.299987792969
1,83,703.5,417.899993896484
1,84,625.200012207031,463.5
1,85,1224.59997558594,423.5
1,86,662,667.5
1,87,734.700012207031,301.600006103516
1,88,1143.40002441406,285.600006103516
1,89,1215.40002441406,431.399993896484
1,90,1172,397.700012207031
1,91,NaN,NaN
1,92,994.900024414062,229.199996948242
1,93,1232.19995117188,412.5
1,94,677.799987792969,697.700012207031
1,95,1200,350.600006103516
1,96,718,746.700012207031
1,97,724.299987792969,284.799987792969
1,98,672.099975585938,312.200012207031
1,99,1238.69995117188,485.700012207031
1,100,1253.30004882812,544.299987792969
2,101,1154.5,778.700012207031
2,102,903.5,253.800003051758
2,103,1005.79998779297,742
2,104,NaN,NaN
2,105,1219.19995117188,746.400024414062
2,106,1114.30004882812,689.099975585938
2,107,1037.59997558594,750.099975585938
2,108,1076.19995117188,767.599975585938
2,109,1151.5,798.200012207031
2,110,1149.69995117188,772.200012207031
2,111,1061.69995117188,814.299987792969
2,112,1096.69995117188,803
2,113,1124.5,816
2,114,994.200012207031,841.700012207031
2,115,1089.30004882812,826.299987792969
2,116,861.799987792969,267.299987792969
2,117,1127.40002441406,723.700012207031
2,118,1129.69995117188,759.799987792969
2,119,1157.90002441406,768.799987792969
2,120,1101.40002441406,806.599975585938
2,121,1191,739.099975585938
2,122,1095,807
2,123,691,388.700012207031
2,124,903.099975585938,224.399993896484
2,125,1260.19995117188,589.200012207031
2,126,790.200012207031,261.100006103516
2,127,958.700012207031,245.5
2,128,945.299987792969,757.299987792969
2,129,1154.69995117188,776.900024414062
2,130,909.5,791.200012207031
2,131,1176.19995117188,733.5
2,132,1200.69995117188,337.899993896484
2,133,1085.19995117188,824.299987792969
2,134,1039,810.799987792969
2,135,1077.90002441406,806.700012207031
2,136,1249,575.5
2,137,891.200012207031,843.299987792969
2,138,871.400024414062,228.899993896484
2,139,1116.30004882812,791.900024414062
2,140,995.200012207031,207.800003051758
2,141,720.099975585938,356
2,142,1127.30004882812,781.5
2,143,1255.59997558594,586.700012207031
2,144,693,367.299987792969
2,145,1150.30004882812,245.899993896484
2,146,1087,211.199996948242
2,147,1031.5,836.700012207031
2,148,1236.69995117188,509.799987792969
2,149,665.099975585938,439.799987792969
2,150,1000.90002441406,846.5
2,151,726.599975585938,332.600006103516
2,152,1228.5,381.600006103516
2,153,772.400024414062,262.200012207031
2,154,1242.90002441406,626.5
2,155,1170.19995117188,791.900024414062
2,156,1219.19995117188,725.400024414062
2,157,1187.09997558594,728.900024414062
2,158,1045.59997558594,831
2,159,974.299987792969,795.200012207031
2,160,1143.09997558594,782.700012207031
2,161,1196.59997558594,738
2,162,1123.80004882812,808.200012207031
2,163,1205.80004882812,333.299987792969
2,164,1147.69995117188,399.100006103516
2,165,970.5,315.399993896484
2,166,NaN,NaN
2,167,1003.70001220703,238.100006103516
2,168,1210.09997558594,692.299987792969
2,169,761.799987792969,813.700012207031
2,170,1173.90002441406,728.799987792969
2,171,1061.5,800.900024414062
2,172,676.799987792969,669.400024414062
2,173,964.900024414062,859.799987792969
2,174,705.5,408.200012207031
2,175,789.200012207031,282.700012207031
2,176,1102.30004882812,261.299987792969
2,177,1047.09997558594,823.400024414062
2,178,1122.90002441406,695.400024414062
2,179,1175.69995117188,340.399993896484
2,180,977.799987792969,825
2,181,649.099975585938,615.200012207031
2,182,1073.19995117188,787.599975585938
2,183,1109.09997558594,323.399993896484
2,184,964.599975585938,832.200012207031
2,185,904.200012207031,193.100006103516
2,186,1035.30004882812,829.200012207031
2,187,1083.80004882812,352.200012207031
2,188,1019.40002441406,818.700012207031
2,189,1042.69995117188,813.900024414062
2,190,877.799987792969,815.5
2,191,853.400024414062,244.199996948242
2,192,943.799987792969,847.299987792969
2,193,1109.40002441406,713.200012207031
2,194,1046.09997558594,794.200012207031
2,195,990.900024414062,809.700012207031
2,196,972.799987792969,768.099975585938
2,197,1211.59997558594,412.600006103516
2,198,1194.5,667.400024414062
2,199,1166.09997558594,444.5
2,200,1201.30004882812,377.899993896484
