"list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","3.19057309429297","166.672268907563","256.672268907563","76.672268907563","practice","target","182.899094577304","natural","1","",0,0,NA,"practice_map.png","","","objects/2/2_32.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.61649484044594","166.672268907563","256.672268907563","76.672268907563","practice","target","149.990150089258","natural","1","",0,0,NA,"practice_map.png","","","objects/1/1_77.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.70164676872014","166.672268907563","256.672268907563","76.672268907563","practice","target","154.871470818352","natural","0","",0,0,NA,"practice_map.png","","","objects/2/2_30.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.97826999803762","166.672268907563","256.672268907563","76.672268907563","practice","truck_det","170.728853390692","human-made","0","",0,1,NA,"practice_map.png","","","objects/1/1_47.jpg","None","None","None","None","truck_6.png",NA,"","21","r",NA,"","",27,"f"
"","3.00567954326987","166.672268907563","256.672268907563","76.672268907563","practice","target","172.300101206553","natural","0","",0,0,NA,"practice_map.png","","","objects/2/2_40.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.38326668229689","166.672268907563","256.672268907563","76.672268907563","practice","truck_det","136.620383061605","human-made","0","",0,1,NA,"practice_map.png","","","objects/2/2_107.jpg","None","None","None","None","truck_5.png",NA,"","21","r",NA,"","",27,"f"
"","3.42724135534276","166.672268907563","256.672268907563","76.672268907563","practice","target","196.466064955955","human-made","1","",0,0,NA,"practice_map.png","","","objects/1/1_126.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.50042438742931","166.672268907563","256.672268907563","76.672268907563","practice","target","143.336429852635","human-made","1","",0,0,NA,"practice_map.png","","","objects/2/2_97.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","2.8011995102261","166.672268907563","256.672268907563","76.672268907563","practice","truck_det","160.578315872834","human-made","0","",0,0,NA,"practice_map.png","","","objects/2/2_48.jpg","None","None","space","None","truck_5.png",NA,"","21","r",NA,"","",27,"f"
"","2.83994074447443","166.672268907563","256.672268907563","76.672268907563","practice","target","162.799150957133","human-made","0","",0,0,NA,"practice_map.png","","","objects/1/1_4.jpg","None","None","None","None","truck_1.png",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","","","","","","","","","","",NA,NA,NA,"","","","","","","","","",NA,"","21","r",NA,"","",27,"f"
"","3.19057309429297","166.672268907563","256.672268907563","76.672268907563","practice","target","182.899094577304","natural","1","",0,0,NA,"practice_map.png","","","objects/2/2_32.jpg","None","None","None","None","truck_1.png",0,"None","21","r",NA,"","",27,"f"
